Location,LocationHierarchy,%locals_audience_Android,%locals_audience_Other,%locals_audience_adolecent,%locals_audience_adult,%locals_audience_elder,%locals_audience_graduated,%locals_audience_high_school,%locals_audience_home,%locals_audience_iOS,%locals_audience_man,%locals_audience_middle_age,%locals_audience_no_degree,%locals_audience_recent,%locals_audience_woman,%locals_audience_young_adult,%ven_audience_Android,%ven_audience_Other,%ven_audience_adolecent,%ven_audience_adult,%ven_audience_elder,%ven_audience_graduated,%ven_audience_high_school,%ven_audience_home,%ven_audience_iOS,%ven_audience_man,%ven_audience_middle_age,%ven_audience_no_degree,%ven_audience_recent,%ven_audience_woman,%ven_audience_young_adult,Frequency,audience_Android,audience_Android_man,audience_Android_woman,audience_Other,audience_Other_man,audience_Other_woman,audience_adolecent,audience_adolecent_graduated,audience_adolecent_high_school,audience_adolecent_man,audience_adolecent_no_degree,audience_adolecent_woman,audience_adult,audience_adult_graduated,audience_adult_high_school,audience_adult_man,audience_adult_no_degree,audience_adult_woman,audience_elder,audience_elder_graduated,audience_elder_high_school,audience_elder_man,audience_elder_no_degree,audience_elder_woman,audience_graduated,audience_graduated_man,audience_graduated_woman,audience_high_school,audience_high_school_man,audience_high_school_woman,audience_home,audience_home_man,audience_home_woman,audience_iOS,audience_iOS_man,audience_iOS_woman,audience_locals_Android,audience_locals_Other,audience_locals_adolecent,audience_locals_adolecent_graduated,audience_locals_adolecent_high_school,audience_locals_adolecent_no_degree,audience_locals_adult,audience_locals_adult_graduated,audience_locals_adult_high_school,audience_locals_adult_no_degree,audience_locals_elder,audience_locals_elder_graduated,audience_locals_elder_high_school,audience_locals_elder_no_degree,audience_locals_graduated,audience_locals_high_school,audience_locals_home,audience_locals_iOS,audience_locals_man,audience_locals_middle_age,audience_locals_middle_age_graduated,audience_locals_middle_age_high_school,audience_locals_middle_age_no_degree,audience_locals_no_degree,audience_locals_recent,audience_locals_woman,audience_locals_young_adult,audience_locals_young_adult_graduated,audience_locals_young_adult_high_school,audience_locals_young_adult_no_degree,audience_man,audience_middle_age,audience_middle_age_graduated,audience_middle_age_high_school,audience_middle_age_man,audience_middle_age_no_degree,audience_middle_age_woman,audience_no_degree,audience_no_degree_man,audience_no_degree_woman,audience_recent,audience_recent_man,audience_recent_woman,audience_woman,audience_young_adult,audience_young_adult_graduated,audience_young_adult_high_school,audience_young_adult_man,audience_young_adult_no_degree,audience_young_adult_woman,venezuelans,allmigrants,allpopulation,allnonmigrant,ven/migrants,ven/pop,100ven/migrants,100ven/pop,not_enough_data,%diff_audience_home,%diff_audience_recent,%diff_audience_man,%diff_audience_woman,%diff_audience_adolecent,%diff_audience_young_adult,%diff_audience_adult,%diff_audience_middle_age,%diff_audience_elder,%diff_audience_graduated,%diff_audience_high_school,%diff_audience_no_degree,%diff_audience_iOS,%diff_audience_Android,%diff_audience_Other,ramv_venezuelans,fb/ramv,display_audience_Android,display_audience_Android_man,display_audience_Android_woman,display_audience_Other,display_audience_Other_man,display_audience_Other_woman,display_audience_adolecent,display_audience_adolecent_graduated,display_audience_adolecent_high_school,display_audience_adolecent_man,display_audience_adolecent_no_degree,display_audience_adolecent_woman,display_audience_adult,display_audience_adult_graduated,display_audience_adult_high_school,display_audience_adult_man,display_audience_adult_no_degree,display_audience_adult_woman,display_audience_elder,display_audience_elder_graduated,display_audience_elder_high_school,display_audience_elder_man,display_audience_elder_no_degree,display_audience_elder_woman,display_audience_graduated,display_audience_graduated_man,display_audience_graduated_woman,display_audience_high_school,display_audience_high_school_man,display_audience_high_school_woman,display_audience_home,display_audience_home_man,display_audience_home_woman,display_audience_iOS,display_audience_iOS_man,display_audience_iOS_woman,display_audience_locals_Android,display_audience_locals_Other,display_audience_locals_adolecent,display_audience_locals_adolecent_graduated,display_audience_locals_adolecent_high_school,display_audience_locals_adolecent_no_degree,display_audience_locals_adult,display_audience_locals_adult_graduated,display_audience_locals_adult_high_school,display_audience_locals_adult_no_degree,display_audience_locals_elder,display_audience_locals_elder_graduated,display_audience_locals_elder_high_school,display_audience_locals_elder_no_degree,display_audience_locals_graduated,display_audience_locals_high_school,display_audience_locals_home,display_audience_locals_iOS,display_audience_locals_man,display_audience_locals_middle_age,display_audience_locals_middle_age_graduated,display_audience_locals_middle_age_high_school,display_audience_locals_middle_age_no_degree,display_audience_locals_no_degree,display_audience_locals_recent,display_audience_locals_woman,display_audience_locals_young_adult,display_audience_locals_young_adult_graduated,display_audience_locals_young_adult_high_school,display_audience_locals_young_adult_no_degree,display_audience_man,display_audience_middle_age,display_audience_middle_age_graduated,display_audience_middle_age_high_school,display_audience_middle_age_man,display_audience_middle_age_no_degree,display_audience_middle_age_woman,display_audience_no_degree,display_audience_no_degree_man,display_audience_no_degree_woman,display_audience_recent,display_audience_recent_man,display_audience_recent_woman,display_audience_woman,display_audience_young_adult,display_audience_young_adult_graduated,display_audience_young_adult_high_school,display_audience_young_adult_man,display_audience_young_adult_no_degree,display_audience_young_adult_woman
"Cúcuta, Norte de Santander, Colombia",City,66.67,27.78,11.67,35.91,2.15,32.08,20.75,73.53,5.56,47.17,21.54,47.17,26.47,52.83,28.73,61.33,35.78,9.06,41.03,1.71,36.21,20.69,80.0,2.9,50.0,14.02,43.1,20.0,50.0,34.19,Monthly,36000.0,17000.0,19000.0,21000.0,12000.0,9400.0,5300.0,1000.0,1500.0,2400.0,3100.0,2900.0,24000.0,9900.0,4300.0,13000.0,10000.0,11000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,21000.0,11000.0,10000.0,12000.0,5900.0,6500.0,56000.0,28000.0,27000.0,1700.0,1000.0,1000.0,360000.0,150000.0,65000.0,8400.0,17000.0,40000.0,200000.0,82000.0,37000.0,82000.0,12000.0,2900.0,1200.0,8100.0,170000.0,110000.0,500000.0,30000.0,250000.0,120000.0,33000.0,15000.0,67000.0,250000.0,180000.0,280000.0,160000.0,53000.0,42000.0,62000.0,29000.0,8200.0,2600.0,1100.0,3900.0,4500.0,4200.0,25000.0,13000.0,12000.0,14000.0,6600.0,7300.0,29000.0,20000.0,7700.0,5500.0,10000.0,7300.0,10000.0,58000.0,74000.0,610000.0,530000.0,0.7838,0.0951,78.38,9.51,False,6.47,-6.47,2.83,-2.83,-2.61,5.46,5.12,-7.53,-0.44,4.13,-0.07,-4.07,-2.66,-5.34,8.0,,,36K,17K,19K,21K,12K,9.4K,5.3K,1.0K,1.5K,2.4K,3.1K,2.9K,24K,9.9K,4.3K,13K,10K,11K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,21K,11K,10K,12K,5.9K,6.5K,56K,28K,27K,1.7K,1.0K,1.0K,360K,150K,65K,8.4K,17K,40K,200K,82K,37K,82K,12K,2.9K,1.2K,8.1K,170K,110K,500K,30K,250K,120K,33K,15K,67K,250K,180K,280K,160K,53K,42K,62K,29K,8.2K,2.6K,1.1K,3.9K,4.5K,4.2K,25K,13K,12K,14K,6.6K,7.3K,29K,20K,7.7K,5.5K,10K,7.3K,10K
"Arauca, Arauca, Colombia",City,66.54,28.52,13.53,37.59,1.88,33.96,20.75,72.06,4.94,48.08,18.8,45.28,27.94,51.92,28.2,51.35,35.14,12.2,32.93,12.2,35.38,20.0,80.52,13.51,49.23,12.2,44.62,19.48,50.77,30.49,Monthly,3800.0,1800.0,2000.0,2600.0,1400.0,1200.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2700.0,1100.0,1000.0,1400.0,1200.0,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2300.0,1200.0,1100.0,1300.0,1000.0,1000.0,6200.0,3100.0,3100.0,1000.0,1000.0,1000.0,35000.0,15000.0,7200.0,1000.0,2000.0,4300.0,20000.0,8600.0,3600.0,7600.0,1000.0,1000.0,1000.0,1000.0,18000.0,11000.0,49000.0,2600.0,25000.0,10000.0,3300.0,1300.0,5600.0,24000.0,19000.0,27000.0,15000.0,5300.0,4100.0,5900.0,3200.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2900.0,1400.0,1500.0,1500.0,1000.0,1000.0,3300.0,2500.0,1000.0,1000.0,1200.0,1000.0,1300.0,6500.0,8600.0,62000.0,52000.0,0.7558,0.1048,75.58,10.48,False,8.46,-8.46,1.15,-1.15,-1.34,2.29,-4.67,-6.6,10.32,1.42,-0.75,-0.67,8.57,-15.19,6.62,,,3.8K,1.8K,2.0K,2.6K,1.4K,1.2K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.7K,1.1K,1.0K,1.4K,1.2K,1.3K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.3K,1.2K,1.1K,1.3K,1.0K,1.0K,6.2K,3.1K,3.1K,1.0K,1.0K,1.0K,35K,15K,7.2K,1.0K,2.0K,4.3K,20K,8.6K,3.6K,7.6K,1.0K,1.0K,1.0K,1.0K,18K,11K,49K,2.6K,25K,10K,3.3K,1.3K,5.6K,24K,19K,27K,15K,5.3K,4.1K,5.9K,3.2K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,2.9K,1.4K,1.5K,1.5K,1.0K,1.0K,3.3K,2.5K,1.0K,1.0K,1.2K,1.0K,1.3K
"Riohacha, La Guajira, Colombia",City,65.66,30.06,15.99,35.97,1.68,39.52,17.74,76.43,4.27,47.58,15.99,42.74,23.57,52.42,30.38,52.38,40.82,10.88,38.1,6.8,37.23,19.71,80.75,6.8,51.09,8.84,43.07,19.25,48.91,35.37,Monthly,7700.0,3600.0,4000.0,6000.0,3300.0,2700.0,1600.0,1000.0,1000.0,1000.0,1000.0,1000.0,5600.0,2300.0,1000.0,2900.0,2500.0,2700.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5100.0,2600.0,2500.0,2700.0,1300.0,1400.0,13000.0,6700.0,6300.0,1000.0,1000.0,1000.0,83000.0,38000.0,20000.0,4300.0,4500.0,11000.0,45000.0,22000.0,6500.0,16000.0,2100.0,1000.0,1000.0,1300.0,49000.0,22000.0,120000.0,5400.0,59000.0,20000.0,7400.0,2300.0,10000.0,53000.0,37000.0,65000.0,38000.0,16000.0,8600.0,14000.0,7000.0,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,5900.0,3100.0,2800.0,3100.0,1400.0,1700.0,6700.0,5200.0,2100.0,1200.0,2600.0,1800.0,2500.0,14000.0,17000.0,140000.0,120000.0,0.8235,0.1000,82.35,10.00,False,4.31,-4.31,3.51,-3.51,-5.1,5.0,2.12,-7.14,5.12,-2.29,1.97,0.32,2.53,-13.28,10.75,,,7.7K,3.6K,4.0K,6.0K,3.3K,2.7K,1.6K,1.0K,1.0K,1.0K,1.0K,1.0K,5.6K,2.3K,1.0K,2.9K,2.5K,2.7K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,5.1K,2.6K,2.5K,2.7K,1.3K,1.4K,13K,6.7K,6.3K,1.0K,1.0K,1.0K,83K,38K,20K,4.3K,4.5K,11K,45K,22K,6.5K,16K,2.1K,1.0K,1.0K,1.3K,49K,22K,120K,5.4K,59K,20K,7.4K,2.3K,10K,53K,37K,65K,38K,16K,8.6K,14K,7.0K,1.3K,1.0K,1.0K,1.0K,1.0K,1.0K,5.9K,3.1K,2.8K,3.1K,1.4K,1.7K,6.7K,5.2K,2.1K,1.2K,2.6K,1.8K,2.5K
"Distrito Especial, Colombia",State,66.75,24.27,8.82,37.99,2.94,35.44,20.25,72.64,8.98,49.37,24.51,44.3,27.36,50.63,25.74,62.5,32.74,5.74,45.29,1.27,43.21,19.75,78.05,4.76,53.12,11.47,37.04,21.95,46.88,36.23,Monthly,210000.0,100000.0,100000.0,110000.0,65000.0,46000.0,19000.0,3200.0,5200.0,8200.0,11000.0,11000.0,150000.0,74000.0,23000.0,85000.0,56000.0,67000.0,4200.0,1400.0,1000.0,2100.0,2200.0,2100.0,140000.0,72000.0,67000.0,64000.0,32000.0,31000.0,320000.0,170000.0,150000.0,16000.0,7800.0,8200.0,5500000.0,2000000.0,720000.0,110000.0,190000.0,420000.0,3100000.0,1400000.0,570000.0,1100000.0,240000.0,62000.0,25000.0,150000.0,2800000.0,1600000.0,7700000.0,740000.0,3900000.0,2000000.0,630000.0,260000.0,1100000.0,3500000.0,2900000.0,4000000.0,2100000.0,720000.0,620000.0,770000.0,170000.0,38000.0,14000.0,5000.0,18000.0,19000.0,19000.0,120000.0,67000.0,55000.0,90000.0,46000.0,43000.0,150000.0,120000.0,50000.0,30000.0,60000.0,36000.0,57000.0,320000.0,600000.0,8500000.0,7900000.0,0.5333,0.0376,53.33,3.76,False,5.41,-5.41,3.76,-3.76,-3.09,10.5,7.3,-13.04,-1.67,7.77,-0.5,-7.27,-4.22,-4.25,8.47,43483.0,7.35919784743463,210K,100K,100K,110K,65K,46K,19K,3.2K,5.2K,8.2K,11K,11K,150K,74K,23K,85K,56K,67K,4.2K,1.4K,1.0K,2.1K,2.2K,2.1K,140K,72K,67K,64K,32K,31K,320K,170K,150K,16K,7.8K,8.2K,5.5M,2.0M,720K,110K,190K,420K,3.1M,1.4M,570K,1.1M,240K,62K,25K,150K,2.8M,1.6M,7.7M,740K,3.9M,2.0M,630K,260K,1.1M,3.5M,2.9M,4.0M,2.1M,720K,620K,770K,170K,38K,14K,5.0K,18K,19K,19K,120K,67K,55K,90K,46K,43K,150K,120K,50K,30K,60K,36K,57K
"Amazonas, Colombia",State,56.34,38.97,19.82,33.18,4.61,32.37,20.77,68.18,4.69,50.0,15.21,46.86,31.82,50.0,27.19,33.33,33.33,20.0,20.0,20.0,33.33,33.33,50.0,33.33,50.0,20.0,33.33,50.0,50.0,20.0,Monthly,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,12000.0,8300.0,4300.0,1000.0,1000.0,2800.0,7200.0,3000.0,1300.0,2800.0,1000.0,1000.0,1000.0,1000.0,6700.0,4300.0,18000.0,1000.0,10000.0,3300.0,1100.0,1000.0,1700.0,9700.0,8400.0,10000.0,5900.0,1900.0,1600.0,2400.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2400.0,23000.0,20000.0,0.4167,0.0435,41.67,4.35,True,-18.18,18.18,0.0,0.0,0.18,-7.19,-13.18,4.79,15.39,0.97,12.56,-13.53,28.64,-23.0,-5.63,8.0,125.0,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,12K,8.3K,4.3K,1.0K,1.0K,2.8K,7.2K,3.0K,1.3K,2.8K,1.0K,1.0K,1.0K,1.0K,6.7K,4.3K,18K,1.0K,10K,3.3K,1.1K,1.0K,1.7K,9.7K,8.4K,10K,5.9K,1.9K,1.6K,2.4K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K
"Antioquia, Colombia",State,66.51,26.13,11.19,37.3,2.56,33.9,20.1,73.21,7.36,48.78,20.98,46.0,26.79,51.22,27.97,62.09,32.68,5.67,45.8,1.64,44.44,18.89,74.36,5.23,54.44,14.18,36.67,25.64,45.56,32.72,Monthly,57000.0,29000.0,28000.0,30000.0,18000.0,12000.0,5200.0,1000.0,1400.0,2400.0,2900.0,2800.0,42000.0,21000.0,6700.0,24000.0,15000.0,18000.0,1500.0,1000.0,1000.0,1000.0,1000.0,1000.0,40000.0,21000.0,18000.0,17000.0,9000.0,8400.0,87000.0,47000.0,40000.0,4800.0,2400.0,2300.0,2800000.0,1100000.0,480000.0,67000.0,110000.0,290000.0,1600000.0,640000.0,270000.0,640000.0,110000.0,27000.0,12000.0,74000.0,1400000.0,830000.0,4100000.0,310000.0,2000000.0,900000.0,250000.0,110000.0,530000.0,1900000.0,1500000.0,2100000.0,1200000.0,390000.0,320000.0,490000.0,49000.0,13000.0,4400.0,1800.0,6100.0,6400.0,6400.0,33000.0,19000.0,15000.0,30000.0,16000.0,14000.0,41000.0,30000.0,13000.0,7600.0,16000.0,9200.0,14000.0,90000.0,210000.0,4400000.0,4200000.0,0.4286,0.0205,42.86,2.05,False,1.14,-1.14,5.66,-5.66,-5.52,4.74,8.51,-6.8,-0.93,10.55,-1.21,-9.34,-2.13,-4.42,6.55,21850.0,4.118993135011442,57K,29K,28K,30K,18K,12K,5.2K,1.0K,1.4K,2.4K,2.9K,2.8K,42K,21K,6.7K,24K,15K,18K,1.5K,1.0K,1.0K,1.0K,1.0K,1.0K,40K,21K,18K,17K,9.0K,8.4K,87K,47K,40K,4.8K,2.4K,2.3K,2.8M,1.1M,480K,67K,110K,290K,1.6M,640K,270K,640K,110K,27K,12K,74K,1.4M,830K,4.1M,310K,2.0M,900K,250K,110K,530K,1.9M,1.5M,2.1M,1.2M,390K,320K,490K,49K,13K,4.4K,1.8K,6.1K,6.4K,6.4K,33K,19K,15K,30K,16K,14K,41K,30K,13K,7.6K,16K,9.2K,14K
"Arauca, Colombia",State,66.09,30.68,16.44,35.24,1.33,30.16,20.63,69.18,3.23,49.6,17.23,49.21,30.82,50.4,29.76,54.38,39.38,11.18,36.65,6.21,32.89,20.39,77.35,6.25,49.01,8.07,46.71,22.65,50.99,37.89,Monthly,8700.0,3900.0,4800.0,6300.0,3400.0,2900.0,1800.0,1000.0,1000.0,1000.0,1100.0,1100.0,5900.0,2200.0,1000.0,3000.0,2800.0,2900.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5000.0,2500.0,2500.0,3100.0,1400.0,1700.0,14000.0,7000.0,7200.0,1000.0,1000.0,1000.0,84000.0,39000.0,21000.0,2100.0,5400.0,13000.0,45000.0,17000.0,7800.0,20000.0,1700.0,1000.0,1000.0,1100.0,38000.0,26000.0,110000.0,4100.0,62000.0,22000.0,6100.0,2500.0,13000.0,62000.0,49000.0,63000.0,38000.0,12000.0,10000.0,16000.0,7400.0,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,7100.0,3500.0,3600.0,4100.0,1800.0,2300.0,7700.0,6100.0,2200.0,1500.0,3000.0,2400.0,3100.0,15000.0,19000.0,150000.0,130000.0,0.7895,0.1000,78.95,10.00,False,8.17,-8.17,-0.59,0.59,-5.26,8.13,1.41,-9.15,4.88,2.74,-0.24,-2.5,3.02,-11.71,8.69,26261.0,0.5711892159476029,8.7K,3.9K,4.8K,6.3K,3.4K,2.9K,1.8K,1.0K,1.0K,1.0K,1.1K,1.1K,5.9K,2.2K,1.0K,3.0K,2.8K,2.9K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,5.0K,2.5K,2.5K,3.1K,1.4K,1.7K,14K,7.0K,7.2K,1.0K,1.0K,1.0K,84K,39K,21K,2.1K,5.4K,13K,45K,17K,7.8K,20K,1.7K,1.0K,1.0K,1.1K,38K,26K,110K,4.1K,62K,22K,6.1K,2.5K,13K,62K,49K,63K,38K,12K,10K,16K,7.4K,1.3K,1.0K,1.0K,1.0K,1.0K,1.0K,7.1K,3.5K,3.6K,4.1K,1.8K,2.3K,7.7K,6.1K,2.2K,1.5K,3.0K,2.4K,3.1K
"Atlantico, Colombia",State,68.42,25.79,12.39,35.56,2.48,40.88,19.34,77.59,5.79,47.78,21.01,39.78,22.41,52.22,28.56,60.55,37.26,9.94,42.41,1.26,39.6,20.13,81.87,2.2,50.67,11.27,40.27,18.13,49.33,35.12,Monthly,91000.0,44000.0,47000.0,56000.0,31000.0,26000.0,15000.0,3200.0,4000.0,6800.0,7600.0,7900.0,64000.0,27000.0,10000.0,34000.0,27000.0,30000.0,1900.0,1000.0,1000.0,1000.0,1200.0,1000.0,59000.0,30000.0,28000.0,30000.0,15000.0,15000.0,140000.0,75000.0,72000.0,3300.0,1600.0,1600.0,1300000.0,490000.0,230000.0,63000.0,58000.0,120000.0,660000.0,320000.0,110000.0,230000.0,46000.0,13000.0,4900.0,28000.0,740000.0,350000.0,1800000.0,110000.0,860000.0,390000.0,140000.0,52000.0,200000.0,720000.0,520000.0,940000.0,530000.0,220000.0,130000.0,170000.0,76000.0,17000.0,5500.0,2400.0,8300.0,9700.0,9300.0,60000.0,32000.0,29000.0,31000.0,15000.0,16000.0,74000.0,53000.0,23000.0,13000.0,27000.0,17000.0,26000.0,150000.0,210000.0,2000000.0,1800000.0,0.7143,0.0750,71.43,7.50,False,4.29,-4.29,2.89,-2.89,-2.45,6.57,6.85,-9.75,-1.22,-1.29,0.8,0.49,-3.59,-7.88,11.47,42771.0,3.507049168829347,91K,44K,47K,56K,31K,26K,15K,3.2K,4.0K,6.8K,7.6K,7.9K,64K,27K,10K,34K,27K,30K,1.9K,1.0K,1.0K,1.0K,1.2K,1.0K,59K,30K,28K,30K,15K,15K,140K,75K,72K,3.3K,1.6K,1.6K,1.3M,490K,230K,63K,58K,120K,660K,320K,110K,230K,46K,13K,4.9K,28K,740K,350K,1.8M,110K,860K,390K,140K,52K,200K,720K,520K,940K,530K,220K,130K,170K,76K,17K,5.5K,2.4K,8.3K,9.7K,9.3K,60K,32K,29K,31K,15K,16K,74K,53K,23K,13K,27K,17K,26K
"Santander, Colombia",State,68.21,25.32,10.59,35.99,2.61,36.69,21.58,69.89,6.47,48.55,23.29,41.73,30.11,51.45,27.52,61.04,35.91,7.1,42.63,1.78,40.0,20.0,74.29,3.05,51.79,12.97,40.0,25.71,48.21,35.52,Monthly,34000.0,17000.0,18000.0,20000.0,12000.0,8800.0,4000.0,1000.0,1200.0,1800.0,2200.0,2200.0,24000.0,11000.0,3900.0,13000.0,9700.0,11000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,22000.0,11000.0,10000.0,11000.0,5500.0,5800.0,52000.0,27000.0,25000.0,1700.0,1000.0,1000.0,970000.0,360000.0,150000.0,23000.0,43000.0,85000.0,510000.0,240000.0,93000.0,190000.0,37000.0,9200.0,4100.0,23000.0,510000.0,300000.0,1300000.0,92000.0,670000.0,330000.0,100000.0,46000.0,180000.0,580000.0,560000.0,710000.0,390000.0,140000.0,110000.0,140000.0,29000.0,7300.0,2400.0,1000.0,3500.0,4000.0,3800.0,22000.0,12000.0,10000.0,18000.0,9100.0,9500.0,27000.0,20000.0,8000.0,5200.0,10000.0,6600.0,9500.0,55000.0,99000.0,1500000.0,1400000.0,0.5556,0.0367,55.56,3.67,False,4.39,-4.39,3.23,-3.23,-3.48,8.0,6.64,-10.32,-0.83,3.31,-1.58,-1.73,-3.42,-7.17,10.59,10832.0,5.07754800590842,34K,17K,18K,20K,12K,8.8K,4.0K,1.0K,1.2K,1.8K,2.2K,2.2K,24K,11K,3.9K,13K,9.7K,11K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,22K,11K,10K,11K,5.5K,5.8K,52K,27K,25K,1.7K,1.0K,1.0K,970K,360K,150K,23K,43K,85K,510K,240K,93K,190K,37K,9.2K,4.1K,23K,510K,300K,1.3M,92K,670K,330K,100K,46K,180K,580K,560K,710K,390K,140K,110K,140K,29K,7.3K,2.4K,1.0K,3.5K,4.0K,3.8K,22K,12K,10K,18K,9.1K,9.5K,27K,20K,8.0K,5.2K,10K,6.6K,9.5K
"Bolivar, Colombia",State,67.66,27.24,13.2,36.09,2.29,40.18,18.75,75.34,5.1,47.75,20.25,41.07,24.66,52.25,28.17,62.5,35.94,10.26,41.99,1.56,39.06,21.88,78.21,1.56,49.21,11.98,39.06,21.79,50.79,34.21,Monthly,40000.0,19000.0,21000.0,23000.0,12000.0,10000.0,6600.0,1300.0,1900.0,3000.0,3300.0,3600.0,27000.0,12000.0,4700.0,14000.0,10000.0,13000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,25000.0,12000.0,13000.0,14000.0,6300.0,7200.0,61000.0,30000.0,31000.0,1000.0,1000.0,1000.0,770000.0,310000.0,150000.0,34000.0,37000.0,79000.0,410000.0,200000.0,63000.0,150000.0,26000.0,7200.0,2800.0,16000.0,450000.0,210000.0,1100000.0,58000.0,530000.0,230000.0,79000.0,28000.0,120000.0,460000.0,360000.0,580000.0,320000.0,140000.0,78000.0,110000.0,31000.0,7700.0,2500.0,1100.0,3700.0,4100.0,4000.0,25000.0,13000.0,12000.0,17000.0,7900.0,9100.0,32000.0,22000.0,9300.0,5800.0,11000.0,6900.0,11000.0,64000.0,120000.0,1200000.0,1100000.0,0.5333,0.0533,53.33,5.33,False,2.86,-2.86,1.46,-1.46,-2.94,6.05,5.9,-8.27,-0.73,-1.12,3.12,-2.01,-3.53,-5.16,8.7,24395.0,2.623488419758147,40K,19K,21K,23K,12K,10K,6.6K,1.3K,1.9K,3.0K,3.3K,3.6K,27K,12K,4.7K,14K,10K,13K,1.0K,1.0K,1.0K,1.0K,1.0K,1.0K,25K,12K,13K,14K,6.3K,7.2K,61K,30K,31K,1.0K,1.0K,1.0K,770K,310K,150K,34K,37K,79K,410K,200K,63K,150K,26K,7.2K,2.8K,16K,450K,210K,1.1M,58K,530K,230K,79K,28K,120K,460K,360K,580K,320K,140K,78K,110K,31K,7.7K,2.5K,1.1K,3.7K,4.1K,4.0K,25K,13K,12K,17K,7.9K,9.1K,32K,22K,9.3K,5.8K,11K,6.9K,11K
