,access_device,ages_ranges,all_fields,behavior,citizenship,dau_audience,demographics,family_statuses,genders,geo_locations,household_composition,interests,languages,mau_audience,name,relationship_statuses,response,scholarities,targeting,timestamp,publisher_platforms,mock_response
1384,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",499,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,1000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":499,""estimate_mau"":1000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1385,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",624,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,1000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":624,""estimate_mau"":1000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1386,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",9115,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,15000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":9115,""estimate_mau"":15000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
1387,"{u'or': [6017253486583], u'name': u'2G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253486583], u'name': u'2G'}), (u'citizenship', None))",,,9750,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,16000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":9750,""estimate_mau"":16000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253486583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1388,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",6688,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,9800,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":6688,""estimate_mau"":9800,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1389,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",11313,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,19000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":11313,""estimate_mau"":19000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1390,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",239527,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,420000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":239527,""estimate_mau"":420000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
1391,"{u'or': [6017253511583], u'name': u'3G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253511583], u'name': u'3G'}), (u'citizenship', None))",,,251759,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,440000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":251759,""estimate_mau"":440000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253511583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1392,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",2204,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,3100,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":2204,""estimate_mau"":3100,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1393,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",5136,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,7300,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":5136,""estimate_mau"":7300,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1394,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",131920,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,180000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":131920,""estimate_mau"":180000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
1395,"{u'or': [6017253531383], u'name': u'4G'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6017253531383], u'name': u'4G'}), (u'citizenship', None))",,,138812,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,190000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":138812,""estimate_mau"":190000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6017253531383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1396,"{u'or': [6015235495383], u'name': u'Wifi'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6015235495383], u'name': u'Wifi'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",1605,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,2100,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":1605,""estimate_mau"":2100,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6015235495383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1397,"{u'or': [6015235495383], u'name': u'Wifi'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6015235495383], u'name': u'Wifi'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",5265,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,6600,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":5265,""estimate_mau"":6600,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6015235495383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1398,"{u'or': [6015235495383], u'name': u'Wifi'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6015235495383], u'name': u'Wifi'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",153662,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,200000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":153662,""estimate_mau"":200000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015235495383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
1399,"{u'or': [6015235495383], u'name': u'Wifi'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6015235495383], u'name': u'Wifi'}), (u'citizenship', None))",,,153875,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,200000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":153875,""estimate_mau"":200000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015235495383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1400,,{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', None), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",9698,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,15000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":9698,""estimate_mau"":15000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1401,,{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', None), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",18180,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,32000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":18180,""estimate_mau"":32000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1402,,{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', None), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",407477,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,720000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":407477,""estimate_mau"":720000,""estimate_ready"":true}]}",,"{'flexible_spec': [], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
1403,,{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', None), (u'citizenship', None))",,,422890,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'726', u'name': u'Cordoba'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,750000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":422890,""estimate_mau"":750000,""estimate_ready"":true}]}",,"{'flexible_spec': [], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'726', u'country_code': u'CO', u'name': u'Cordoba'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1404,"{u'or': [6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Expensive Devices'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'727', u'name': u'Guaviare'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Expensive Devices'}), (u'citizenship', {u'or': [6026404871583], u'name': u'Expats (Venezuela)'}))",,"{u'or': [6026404871583], u'name': u'Expats (Venezuela)'}",0,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'727', u'name': u'Guaviare'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,1000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":0,""estimate_mau"":1000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6026404871583}]}, {'behaviors': [{'id': 6092512462983}, {'id': 6092512412783}, {'id': 6092512424583}, {'id': 6083036245383}, {'id': 6060616598183}, {'id': 6075237226583}, {'id': 6060616578383}, {'id': 6075237200983}, {'id': 6106223987983}, {'id': 6106224431383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'727', u'country_code': u'CO', u'name': u'Guaviare'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1405,"{u'or': [6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Expensive Devices'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'727', u'name': u'Guaviare'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Expensive Devices'}), (u'citizenship', {u'or': [6015559470583], u'name': u'Ex-pats (All)'}))",,"{u'or': [6015559470583], u'name': u'Ex-pats (All)'}",0,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'727', u'name': u'Guaviare'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,1000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":0,""estimate_mau"":1000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6015559470583}]}, {'behaviors': [{'id': 6092512462983}, {'id': 6092512412783}, {'id': 6092512424583}, {'id': 6083036245383}, {'id': 6060616598183}, {'id': 6075237226583}, {'id': 6060616578383}, {'id': 6075237200983}, {'id': 6106223987983}, {'id': 6106224431383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'727', u'country_code': u'CO', u'name': u'Guaviare'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0]}",1542639955,"[""facebook""]",False
1406,"{u'or': [6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Expensive Devices'}",{u'min': 13},"(('genders', 0), ('ages_ranges', {u'min': 13}), ('geo_locations', {u'values': [{u'country_code': u'CO', u'key': u'727', u'name': u'Guaviare'}], u'name': u'regions', u'location_types': [u'home', u'recent']}), (u'access_device', {u'or': [6092512462983, 6092512412783, 6092512424583, 6083036245383, 6060616598183, 6075237226583, 6060616578383, 6075237200983, 6106223987983, 6106224431383], u'name': u'Expensive Devices'}), (u'citizenship', {u'not': [6015559470583], u'name': u'All - Expats'}))",,"{u'not': [6015559470583], u'name': u'All - Expats'}",997,,,0,"{u'values': [{u'country_code': u'CO', u'key': u'727', u'name': u'Guaviare'}], u'name': u'regions', u'location_types': [u'home', u'recent']}",,,,1000,VenDevices,,"{""data"":[{""daily_outcomes_curve"":[{""spend"":0,""reach"":0,""impressions"":0,""actions"":0}],""estimate_dau"":997,""estimate_mau"":1000,""estimate_ready"":true}]}",,"{'flexible_spec': [{'behaviors': [{'id': 6092512462983}, {'id': 6092512412783}, {'id': 6092512424583}, {'id': 6083036245383}, {'id': 6060616598183}, {'id': 6075237226583}, {'id': 6060616578383}, {'id': 6075237200983}, {'id': 6106223987983}, {'id': 6106224431383}]}], 'publisher_platforms': ['facebook'], 'geo_locations': {u'regions': [{u'key': u'727', u'country_code': u'CO', u'name': u'Guaviare'}], 'location_types': [u'home', u'recent']}, 'age_min': 13, 'age_max': None, 'genders': [0], 'exclusions': {'behaviors': [{'id': 6015559470583}]}}",1542639955,"[""facebook""]",False
